,himself_id,follower_score,influencer_score,follower_num,influencer_num,num_ratio,num_ratio_one,similarity_ratio,similarity_ratio_one,entropy_weight,artist_name,entropy_weight_one,revolution_add,revolution_multi
0,754032.0,0.8559123900912878,0.8741341034034477,615.0,31.0,19.21875,0.41779891304347827,0.4566975162219938,0.7705245266146795,0.00945139564306695,The Beatles,1.0,2.188323439658158,0.32192430969295377
1,816890.0,0.9190256071951941,0.8618157317001108,112.0,11.0,9.333333333333334,0.2028985507246377,0.49361791908159947,0.832815375426725,0.00391687914928125,Johnny Cash,0.4144233610783682,1.450137287229731,0.07002802983462623
2,79016.0,0.9105446578485268,0.5362399980936741,106.0,2.0,35.333333333333336,0.7681159420289856,0.5927099014336464,1.0,0.00382111299925134,Billie Holiday,0.4042908733859119,2.1724068154148974,0.3105422650645411
3,100160.0,0.9350043877493563,0.8242103730875866,192.0,8.0,21.333333333333332,0.46376811594202894,0.5125529388185667,0.8647618971419304,0.00337800274312295,The Kinks,0.3574078232140114,1.685937836297971,0.14333804858245386
4,316834.0,0.8607287383897871,0.7752687630046518,169.0,18.0,8.894736842105264,0.1933638443935927,0.4848441860335554,0.8180126312396916,0.00332570941712759,Marvin Gaye,0.3518749550567335,1.3632514306900179,0.055657492765685185
5,577627.0,0.9164495393888572,0.8495546243472053,149.0,20.0,7.095238095238095,0.15424430641821946,0.49549741722946694,0.8359864008192844,0.00302456873784217,The Who,0.3200129221191619,1.3102436293566657,0.041264431879638665
6,354105.0,0.92004201812011,0.8568326774248961,201.0,32.0,6.090909090909091,0.13241106719367587,0.4954899971902952,0.8359738819813947,0.002965955518861,Jimi Hendrix,0.3138113809717266,1.2821963301467971,0.034736470217744536
7,622805.0,0.8949018203188969,0.8211042421390605,138.0,11.0,11.5,0.25,0.4914061477709532,0.8290837500476038,0.0029475332182714,Stevie Wonder,0.31186221903995276,1.3909459690875565,0.06463997451495282
8,858827.0,0.9041490816006844,0.8639040197658767,77.0,23.0,3.2083333333333335,0.06974637681159421,0.48508349786930216,0.8184163900349605,0.0029222378702535396,Queen,0.30918585789995373,1.1973486247465084,0.017648816642002144
9,184502.0,0.8142887166682348,0.6543018879889511,75.0,3.0,18.75,0.4076086956521739,0.49222498177652646,0.8304652589503447,0.00290776167355914,Ella Fitzgerald,0.30765421143829924,1.5457281660408178,0.10414244607443122
10,346336.0,0.8867435654758551,0.7914688325019766,142.0,16.0,8.352941176470589,0.18158567774936063,0.4949812965695995,0.8351156195844527,0.00270146824219478,Pink Floyd,0.2858274422335114,1.3025287395673248,0.04334431270478404
11,66915.0,0.935710823632164,0.8893735239355149,389.0,29.0,12.966666666666667,0.2818840579710145,0.4952492515524951,0.8355677041240351,0.007291914890654141,Bob Dylan,0.77151726221546,1.8889690243105097,0.18171794131179528
12,549797.0,0.9285461186403128,0.7192623083209425,184.0,3.0,46.0,1.0,0.5400840314746066,0.9112114209130834,0.0026798530128952893,Hank Williams,0.28354045414034584,2.194751875053429,0.2583653001035655
13,840402.0,0.8943331918330564,0.8401499777736597,181.0,8.0,20.11111111111111,0.43719806763285024,0.4860110331414847,0.8199812960200621,0.00263444984380361,The Velvet Underground,0.27873659545044066,1.5359159591033529,0.099925463420789
14,175553.0,0.8115870435217023,0.8294905293945198,118.0,15.0,7.375,0.16032608695652173,0.44361368942986634,0.7484499387590012,0.00261535626811552,John Coltrane,0.2767164096060256,1.1854924353215486,0.033204876112965194
15,771438.0,0.9006911398737016,0.8264299658783354,171.0,12.0,13.153846153846153,0.28595317725752506,0.4931429929975753,0.8320140962800879,0.0026104509838434397,Black Sabbath,0.27619740855503494,1.3941646820926479,0.06571207938766413
16,631774.0,0.907311974592496,0.8780768744163288,158.0,20.0,7.523809523809524,0.16356107660455485,0.483106941442145,0.8150816112125108,0.0025463702882486104,The Byrds,0.269417383888325,1.2480600717053907,0.0359175471480747
17,379125.0,0.915723145758884,0.8862562792564159,148.0,31.0,4.625,0.10054347826086957,0.4854712245781749,0.8190705493596737,0.00249845309455589,Neil Young,0.26434753013314227,1.1839615577536855,0.021769601192763458
18,238115.0,0.9275753013582629,0.7641086627092725,128.0,6.0,18.285714285714285,0.39751552795031053,0.5258039490230249,0.8871185511684729,0.00248380715264338,Sam Cooke,0.2627979238669763,1.5474320029857598,0.0926739531810006
19,446509.0,0.9287347845258912,0.9055614691228678,112.0,29.0,3.7333333333333334,0.08115942028985508,0.48738117325251595,0.8222929498455123,0.0024748784227477,Metallica,0.2618532242445211,1.1653055943798885,0.017475251261844637
20,120521.0,0.8775297031942525,0.8260746299294393,159.0,12.0,12.23076923076923,0.26588628762541805,0.4805552242014122,0.8107764406146168,0.00246001954409997,Chuck Berry,0.26028108831784136,1.3369438165578762,0.05610992327919141
21,182900.0,0.8977948038985394,0.8799876516999725,47.0,23.0,1.9583333333333333,0.042572463768115944,0.47755356429427154,0.8057121420431229,0.00241154389251658,Fleetwood Mac,0.25515214721601065,1.1034367530272495,0.00875201232316555
22,894465.0,0.8692977769424395,0.8490928073336296,319.0,39.0,7.975,0.1733695652173913,0.47012122565981795,0.793172552917859,0.0063016138075785,The Rolling Stones,0.6667389712122606,1.633281089347511,0.09168459650243237
23,128099.0,0.8757522353068271,0.8384778846266049,154.0,15.0,9.625,0.20923913043478262,0.4763463529422289,0.8036753760820302,0.00236918604620598,James Brown,0.2506704973189744,1.2635850038357872,0.04215283526582396
24,813392.0,0.8450320779994209,0.7785846524758021,26.0,5.0,4.333333333333333,0.09420289855072463,0.4751149048897562,0.8015977187837566,0.00229418946364119,Dean Martin,0.2427355229091576,1.138536140243639,0.018329645931977674
25,75747.0,0.8626912173818609,0.8636515023284242,136.0,26.0,5.037037037037037,0.10950080515297907,0.4629037222377814,0.7809954264609215,0.0022773204926817107,The Clash,0.24095071021095535,1.1314469418248558,0.020606015107977705
26,490004.0,0.9297917660922108,0.905948103564247,127.0,33.0,3.735294117647059,0.08120204603580562,0.487836874652274,0.8230617937582861,0.0022446111175313307,Ramones,0.23748991178650533,1.141753751580597,0.015872472407225877
27,796734.0,0.8503717250210934,0.8595270260754404,76.0,24.0,3.04,0.06608695652173913,0.45730538631418316,0.7715501043732408,0.0022439818758518398,Elton John,0.23742333519789827,1.0750603960928782,0.012106072980866243
28,617196.0,0.7292042231358625,0.6854174313709177,135.0,15.0,8.4375,0.18342391304347827,0.4326549669910131,0.7299607547377013,0.00218893726023297,Brian Eno,0.23159936827305075,1.1449840360542303,0.031009362369952557
29,26350.0,0.4645949334643946,0.0,1.0,0.0,1.0,0.021739130434782608,0.4645949334643946,0.7838487805596509,0.0021697483070329893,Wolfgang Amadeus Mozart,0.22956909106059942,1.035157002055033,0.003911901132218224
30,927555.0,0.8329961731212151,0.8140887658786826,95.0,16.0,5.588235294117647,0.12148337595907928,0.45918159507356865,0.7747155800213569,0.0021683791554043697,Aretha Franklin,0.2294242286846789,1.125623184665115,0.02159227598166026
31,467203.0,0.9087692235718641,0.8220815818477111,101.0,21.0,4.590909090909091,0.09980237154150197,0.49875331194024364,0.8414796357102511,0.00210407595083984,Michael Jackson,0.22262066157216476,1.1639026688239178,0.01869605343214758
32,357406.0,0.9072440041600108,0.8708516593163308,110.0,39.0,2.75,0.059782608695652176,0.4849363655542561,0.8181681533939155,0.0020740665319559,Nirvana,0.21944553061613997,1.0973962927057077,0.010733569511425583
33,41874.0,0.9128902436359768,0.8736695634765013,186.0,13.0,13.285714285714286,0.2888198757763975,0.4872205117865896,0.8220218872809462,0.00457303348608295,The Beach Boys,0.4838474293939317,1.5946891924512754,0.1148732467924794
34,219203.0,0.9083448165113364,0.8586706000613884,81.0,22.0,3.5217391304347827,0.07655954631379962,0.48870672214933375,0.8245293708899584,0.00203670892310154,U2,0.21549292824235575,1.1165818454461136,0.013603119218286643
35,583959.0,0.9216004984326508,0.8593498772485981,66.0,18.0,3.473684210526316,0.07551487414187644,0.49565738525575587,0.8362562934360638,0.00199853132427185,Willie Nelson,0.21145356725573836,1.1232247348336786,0.01335324810245965
36,132940.0,0.5902474939567751,0.0,2.0,0.0,2.0,0.043478260869565216,0.5902474939567751,0.9958455098001311,0.00199061331249599,Lata Mangeshkar,0.2106158061382395,1.2499395768079358,0.00911916542763916
37,84209.0,0.8855486139013292,0.8746710454890999,89.0,23.0,3.7083333333333335,0.0806159420289855,0.47237546876939707,0.79697583527256,0.0019757780196758,Kiss,0.20904616569777476,1.0866379429993203,0.013430998264545644
38,418740.0,0.9094035070422368,0.8408159444916379,153.0,23.0,6.375,0.13858695652173914,0.4940219633383167,0.8334970651635423,0.00197103675946436,Sex Pistols,0.20854451912720529,1.1806285408124868,0.02408935727465179
39,414251.0,0.9264994470306728,0.8595671451096555,99.0,13.0,7.071428571428571,0.15372670807453415,0.49823393012035533,0.8406033523570761,0.00196493089634955,Otis Redding,0.2078984914562243,1.2022285518878344,0.026865305462639794
40,270491.0,0.8906854598173828,0.8650020932533179,116.0,17.0,6.444444444444445,0.14009661835748793,0.4775787989940896,0.8057547171709503,0.00195804087303145,Joni Mitchell,0.20716949612280453,1.1530208316512427,0.023386020115417783
41,411761.0,0.8566311116806121,0.813135742770932,52.0,12.0,4.0,0.08695652173913043,0.4724583446639589,0.7971156606649845,0.0019503287714499802,Nina Simone,0.2063535212263217,1.0904257036304366,0.014303271600249157
42,803752.0,0.4383497573397304,0.0,1.0,0.0,1.0,0.021739130434782608,0.4383497573397304,0.7395688114530401,0.0019249849914371399,Glenn Gould,0.20367203576428505,0.9649799776521077,0.0032745540307915952
43,988440.0,0.9145760431917664,0.885000629786894,60.0,29.0,2.0,0.043478260869565216,0.4851860677071299,0.818589442379083,0.0019203164782447602,Grateful Dead,0.2031780861542289,1.065245789402877,0.007231279836897371
44,180228.0,0.8680078082896439,0.8000652279569432,166.0,16.0,9.764705882352942,0.2122762148337596,0.4822090859867475,0.8135667800054974,0.00431888452611818,Elvis Presley,0.45695733087697876,1.4828003257162359,0.07891693159939564
45,46861.0,0.9339855787918452,0.8356912160976464,113.0,7.0,14.125,0.3070652173913043,0.5087923124551049,0.8584170961619475,0.00184880390536978,Ray Charles,0.19561173557748224,1.361094049130734,0.0515613036884434
46,139026.0,0.911395151725344,0.8680180891918762,221.0,24.0,8.84,0.19217391304347825,0.48789417886184544,0.8231584754729544,0.0042735548305395,Led Zeppelin,0.45216124601390023,1.4674936345303329,0.07152719998958482
47,792507.0,0.8978034597144006,0.8432355692365686,71.0,9.0,7.1,0.15434782608695652,0.4870801511747372,0.821785075627365,0.004022445019974261,Frank Sinatra,0.42559270311839253,1.401725604832714,0.053982493373958274
48,423829.0,0.8227006526427862,0.7664649426758827,160.0,16.0,9.411764705882353,0.20460358056265984,0.4657327936531477,0.7857685395952276,0.0039541884861724295,Miles Davis,0.41837085606219604,1.4087429762200836,0.06726192461937534
49,531986.0,0.8728509904803092,0.8421549863486805,238.0,25.0,9.153846153846153,0.19899665551839463,0.47382060518717795,0.7994140203176983,0.0039536461864436,David Bowie,0.41831347832145704,1.41672415415755,0.06654560781857242
