,follower_id,influencer_id,himself_id
0,6320,38490.0,796734
1,18977,41874.0,796734
2,22257,66915.0,796734
3,26825,87985.0,796734
4,46626,100160.0,796734
5,79392,153526.0,796734
6,79960,159214.0,796734
7,80780,165011.0,796734
8,81619,174557.0,796734
9,85915,180228.0,796734
10,97173,330575.0,796734
11,123754,332141.0,796734
12,126168,538677.0,796734
13,130173,541125.0,796734
14,158540,575051.0,796734
15,159433,578141.0,796734
16,161808,642542.0,796734
17,162197,674662.0,796734
18,162269,754032.0,796734
19,164686,816387.0,796734
20,169795,822777.0,796734
21,174752,824022.0,796734
22,184091,827367.0,796734
23,186185,894465.0,796734
24,193320,,796734
25,201983,,796734
26,211578,,796734
27,227697,,796734
28,228099,,796734
29,235169,,796734
30,246960,,796734
31,251491,,796734
32,262794,,796734
33,284207,,796734
34,290853,,796734
35,308645,,796734
36,312004,,796734
37,312890,,796734
38,327735,,796734
39,337119,,796734
40,339624,,796734
41,351227,,796734
42,359613,,796734
43,376793,,796734
44,387530,,796734
45,387720,,796734
46,391586,,796734
47,466759,,796734
48,467203,,796734
49,473652,,796734
50,476425,,796734
51,508443,,796734
52,517074,,796734
53,522377,,796734
54,540883,,796734
55,544965,,796734
56,545074,,796734
57,601079,,796734
58,610346,,796734
59,633078,,796734
60,664817,,796734
61,669194,,796734
62,675710,,796734
63,746302,,796734
64,753056,,796734
65,792530,,796734
66,796281,,796734
67,813731,,796734
68,836394,,796734
69,852855,,796734
70,854854,,796734
71,855423,,796734
72,858827,,796734
73,884686,,796734
74,915816,,796734
75,3101434,,796734
