,follower_id,influencer_id,himself_id
0,5441,84209.0,22124
1,5501,91650.0,22124
2,39406,98465.0,22124
3,40648,156043.0,22124
4,41283,246611.0,22124
5,48811,259800.0,22124
6,50493,315403.0,22124
7,59758,418740.0,22124
8,78191,424244.0,22124
9,93565,446509.0,22124
10,97325,501407.0,22124
11,100473,562304.0,22124
12,103324,754879.0,22124
13,105422,771438.0,22124
14,112789,792925.0,22124
15,155091,891063.0,22124
16,158018,925852.0,22124
17,159655,,22124
18,164686,,22124
19,175379,,22124
20,184471,,22124
21,193342,,22124
22,194008,,22124
23,201593,,22124
24,205838,,22124
25,206465,,22124
26,219966,,22124
27,221445,,22124
28,228323,,22124
29,235169,,22124
30,298225,,22124
31,323194,,22124
32,335302,,22124
33,371258,,22124
34,382565,,22124
35,400717,,22124
36,420133,,22124
37,465562,,22124
38,506513,,22124
39,510953,,22124
40,537414,,22124
41,540867,,22124
42,545534,,22124
43,561105,,22124
44,588450,,22124
45,607053,,22124
46,640208,,22124
47,645956,,22124
48,655547,,22124
49,671204,,22124
50,691371,,22124
51,722448,,22124
52,741177,,22124
53,741746,,22124
54,750742,,22124
55,751910,,22124
56,766533,,22124
57,769486,,22124
58,771792,,22124
59,781350,,22124
60,790820,,22124
61,791734,,22124
62,806740,,22124
63,865403,,22124
64,896600,,22124
65,928351,,22124
66,938798,,22124
67,947752,,22124
68,1393036,,22124
