,follower_id,influencer_id,himself_id
0,8549,5882.0,325459
1,13508,19701.0,325459
2,14822,21744.0,325459
3,15694,41874.0,325459
4,21492,51992.0,325459
5,21670,66915.0,325459
6,29978,71209.0,325459
7,31606,131650.0,325459
8,34899,135032.0,325459
9,37730,193231.0,325459
10,38061,233066.0,325459
11,40294,307025.0,325459
12,47789,377908.0,325459
13,62860,379125.0,325459
14,78741,501802.0,325459
15,89018,531986.0,325459
16,99246,569914.0,325459
17,103484,573870.0,325459
18,108679,631774.0,325459
19,120953,672910.0,325459
20,124492,747445.0,325459
21,128495,754032.0,325459
22,139089,816900.0,325459
23,154530,834466.0,325459
24,162197,840102.0,325459
25,179191,840402.0,325459
26,201668,868306.0,325459
27,215058,926548.0,325459
28,222927,939567.0,325459
29,246169,987491.0,325459
30,254411,,325459
31,262794,,325459
32,270667,,325459
33,326249,,325459
34,357406,,325459
35,383889,,325459
36,387530,,325459
37,401287,,325459
38,414889,,325459
39,451296,,325459
40,460390,,325459
41,467444,,325459
42,480830,,325459
43,482677,,325459
44,483563,,325459
45,486395,,325459
46,490852,,325459
47,498484,,325459
48,501081,,325459
49,503283,,325459
50,545726,,325459
51,574102,,325459
52,585896,,325459
53,610339,,325459
54,620056,,325459
55,620495,,325459
56,647796,,325459
57,648097,,325459
58,680476,,325459
59,687487,,325459
60,687561,,325459
61,740833,,325459
62,746302,,325459
63,751604,,325459
64,752314,,325459
65,753833,,325459
66,775877,,325459
67,784814,,325459
68,787579,,325459
69,789340,,325459
70,808944,,325459
71,812877,,325459
72,840523,,325459
73,857621,,325459
74,896216,,325459
75,919846,,325459
76,925528,,325459
77,929673,,325459
78,938638,,325459
79,943827,,325459
80,947563,,325459
81,948625,,325459
82,2575506,,325459
83,3427505,,325459
84,3449693,,325459
