,follower_id,influencer_id,himself_id
0,10538,12472.0,852855
1,19892,76057.0,852855
2,28432,92942.0,852855
3,38579,100160.0,852855
4,38977,110341.0,852855
5,44764,153526.0,852855
6,47033,180228.0,852855
7,48587,346336.0,852855
8,49374,483587.0,852855
9,52093,489676.0,852855
10,61172,531986.0,852855
11,94792,577627.0,852855
12,116178,754032.0,852855
13,128440,796734.0,852855
14,131650,824022.0,852855
15,134051,840402.0,852855
16,134729,894465.0,852855
17,137390,,852855
18,137980,,852855
19,138520,,852855
20,139741,,852855
21,145128,,852855
22,154998,,852855
23,161920,,852855
24,172582,,852855
25,174132,,852855
26,183139,,852855
27,183858,,852855
28,184811,,852855
29,185591,,852855
30,185810,,852855
31,191070,,852855
32,197475,,852855
33,206241,,852855
34,217622,,852855
35,219203,,852855
36,229157,,852855
37,239921,,852855
38,241724,,852855
39,249973,,852855
40,290812,,852855
41,296903,,852855
42,308645,,852855
43,334193,,852855
44,355412,,852855
45,364399,,852855
46,390532,,852855
47,413524,,852855
48,418662,,852855
49,475980,,852855
50,480108,,852855
51,481057,,852855
52,496487,,852855
53,506513,,852855
54,520033,,852855
55,545726,,852855
56,564333,,852855
57,566918,,852855
58,567570,,852855
59,567862,,852855
60,568071,,852855
61,570046,,852855
62,574033,,852855
63,574597,,852855
64,575695,,852855
65,597094,,852855
66,624107,,852855
67,635413,,852855
68,667669,,852855
69,668922,,852855
70,672910,,852855
71,674887,,852855
72,680522,,852855
73,683795,,852855
74,747757,,852855
75,748222,,852855
76,764181,,852855
77,768321,,852855
78,768737,,852855
79,773392,,852855
80,780948,,852855
81,784732,,852855
82,784766,,852855
83,790509,,852855
84,790814,,852855
85,809266,,852855
86,809446,,852855
87,836394,,852855
88,838272,,852855
89,855423,,852855
90,856451,,852855
91,889097,,852855
92,895443,,852855
93,899530,,852855
94,918290,,852855
95,920073,,852855
96,926428,,852855
97,932328,,852855
98,937098,,852855
99,940583,,852855
100,943268,,852855
101,954964,,852855
102,1000558,,852855
