,follower_id,influencer_id,himself_id
0,36521,5882.0,858827
1,41283,41874.0,858827
2,45475,92942.0,858827
3,79960,100160.0,858827
4,80358,112462.0,858827
5,84814,139026.0,858827
6,98465,180228.0,858827
7,116178,192382.0,858827
8,125561,273531.0,858827
9,139741,346336.0,858827
10,139908,354105.0,858827
11,141683,531986.0,858827
12,162197,577627.0,858827
13,164686,596126.0,858827
14,170381,660401.0,858827
15,193320,685647.0,858827
16,220403,749734.0,858827
17,221059,754032.0,858827
18,222436,771438.0,858827
19,227697,796734.0,858827
20,240665,822777.0,858827
21,242578,824022.0,858827
22,246960,887619.0,858827
23,255347,,858827
24,257160,,858827
25,260206,,858827
26,275335,,858827
27,291043,,858827
28,299471,,858827
29,303626,,858827
30,315339,,858827
31,318085,,858827
32,319021,,858827
33,326249,,858827
34,339624,,858827
35,382630,,858827
36,446509,,858827
37,476425,,858827
38,498961,,858827
39,506513,,858827
40,514563,,858827
41,520545,,858827
42,536275,,858827
43,540883,,858827
44,545074,,858827
45,567862,,858827
46,576718,,858827
47,600264,,858827
48,741512,,858827
49,743760,,858827
50,768321,,858827
51,770007,,858827
52,771419,,858827
53,789064,,858827
54,803544,,858827
55,805785,,858827
56,817754,,858827
57,825251,,858827
58,835585,,858827
59,836394,,858827
60,840348,,858827
61,854854,,858827
62,859589,,858827
63,923033,,858827
64,926237,,858827
65,934367,,858827
66,954964,,858827
67,957340,,858827
68,994823,,858827
69,1836313,,858827
70,2129441,,858827
71,2133637,,858827
72,2135629,,858827
73,2570457,,858827
74,2854537,,858827
75,3278115,,858827
76,3523590,,858827
