,follower_id,influencer_id,himself_id
0,9680,170690.0,490416
1,18137,,490416
2,24329,,490416
3,34617,,490416
4,39656,,490416
5,57205,,490416
6,81231,,490416
7,110541,,490416
8,128290,,490416
9,153103,,490416
10,156886,,490416
11,172612,,490416
12,175553,,490416
13,211578,,490416
14,228299,,490416
15,267354,,490416
16,270491,,490416
17,290775,,490416
18,377908,,490416
19,401066,,490416
20,423829,,490416
21,484396,,490416
22,489207,,490416
23,585092,,490416
24,615119,,490416
25,640675,,490416
26,646353,,490416
27,665824,,490416
28,673082,,490416
29,745617,,490416
30,753004,,490416
31,757665,,490416
32,764702,,490416
33,768027,,490416
34,768149,,490416
35,781932,,490416
36,786228,,490416
37,795271,,490416
38,800100,,490416
39,806601,,490416
40,838559,,490416
41,864257,,490416
42,868092,,490416
43,927627,,490416
44,949259,,490416
45,957296,,490416
46,961688,,490416
47,988386,,490416
48,988638,,490416
49,1784311,,490416
50,2823663,,490416
