,follower_id,influencer_id,himself_id
0,5501,51992.0,357406
1,13508,81493.0,357406
2,16132,84209.0,357406
3,19392,91650.0,357406
4,25462,105354.0,357406
5,26164,138520.0,357406
6,29978,139026.0,357406
7,31556,154530.0,357406
8,40124,167287.0,357406
9,40743,187162.0,357406
10,48265,193231.0,357406
11,49026,219483.0,357406
12,66514,222351.0,357406
13,91549,325459.0,357406
14,98361,339577.0,357406
15,99508,349157.0,357406
16,100473,379125.0,357406
17,105129,418740.0,357406
18,109421,422405.0,357406
19,124492,485791.0,357406
20,131038,489999.0,357406
21,137904,531986.0,357406
22,151504,562304.0,357406
23,152023,574772.0,357406
24,154544,575379.0,357406
25,156484,577627.0,357406
26,158656,585189.0,357406
27,164686,588508.0,357406
28,168126,604852.0,357406
29,174752,639053.0,357406
30,175992,674263.0,357406
31,178799,754032.0,357406
32,194246,755156.0,357406
33,215058,771438.0,357406
34,230244,840402.0,357406
35,243008,848913.0,357406
36,263271,895136.0,357406
37,290502,898479.0,357406
38,307102,960690.0,357406
39,319956,,357406
40,326249,,357406
41,335747,,357406
42,355412,,357406
43,366681,,357406
44,376422,,357406
45,393345,,357406
46,414889,,357406
47,472925,,357406
48,485365,,357406
49,490852,,357406
50,514563,,357406
51,520545,,357406
52,521851,,357406
53,533503,,357406
54,543595,,357406
55,572327,,357406
56,574102,,357406
57,577358,,357406
58,582463,,357406
59,582629,,357406
60,583618,,357406
61,585574,,357406
62,592595,,357406
63,607094,,357406
64,615304,,357406
65,625731,,357406
66,626463,,357406
67,639056,,357406
68,665908,,357406
69,680476,,357406
70,753507,,357406
71,753706,,357406
72,757342,,357406
73,760658,,357406
74,762097,,357406
75,762885,,357406
76,772745,,357406
77,782768,,357406
78,790797,,357406
79,797431,,357406
80,806168,,357406
81,812711,,357406
82,816844,,357406
83,822910,,357406
84,840348,,357406
85,852688,,357406
86,855034,,357406
87,860080,,357406
88,868616,,357406
89,885138,,357406
90,893383,,357406
91,896600,,357406
92,923323,,357406
93,925636,,357406
94,926237,,357406
95,934367,,357406
96,946560,,357406
97,948625,,357406
98,951375,,357406
99,951589,,357406
100,1039555,,357406
101,1422105,,357406
102,1630569,,357406
103,2040645,,357406
104,2784799,,357406
105,2869578,,357406
106,3088724,,357406
107,3102954,,357406
108,3145947,,357406
109,3185359,,357406
