,follower_id,influencer_id,himself_id
0,1098,55128.0,604852
1,5441,85776.0,604852
2,12654,100160.0,604852
3,20812,112462.0,604852
4,21009,120521.0,604852
5,26367,128099.0,604852
6,28002,139026.0,604852
7,29365,177060.0,604852
8,29808,192382.0,604852
9,37730,193216.0,604852
10,40743,238495.0,604852
11,48566,240865.0,604852
12,50251,276085.0,604852
13,50588,303050.0,604852
14,61792,354105.0,604852
15,69534,489303.0,604852
16,79960,577627.0,604852
17,84814,608701.0,604852
18,88180,754032.0,604852
19,98944,805661.0,604852
20,109542,866786.0,604852
21,112789,894465.0,604852
22,125561,,604852
23,139908,,604852
24,141683,,604852
25,165663,,604852
26,170381,,604852
27,177117,,604852
28,178799,,604852
29,193320,,604852
30,222436,,604852
31,260206,,604852
32,289058,,604852
33,305468,,604852
34,315339,,604852
35,340152,,604852
36,355616,,604852
37,357406,,604852
38,376422,,604852
39,422405,,604852
40,446509,,604852
41,492275,,604852
42,495455,,604852
43,500992,,604852
44,502269,,604852
45,533551,,604852
46,540883,,604852
47,567769,,604852
48,625203,,604852
49,626463,,604852
50,665860,,604852
51,751910,,604852
52,778906,,604852
53,789064,,604852
54,799100,,604852
55,808388,,604852
56,815090,,604852
57,835585,,604852
58,840348,,604852
59,859868,,604852
60,891032,,604852
61,926085,,604852
62,948171,,604852
63,1590871,,604852
64,2478029,,604852
65,3495279,,604852
66,3661296,,604852
