,follower_id,influencer_id,himself_id
0,10538,37658.0,617196
1,12972,138833.0,617196
2,13101,183867.0,617196
3,18862,346336.0,617196
4,19892,354105.0,617196
5,26520,423829.0,617196
6,30431,538677.0,617196
7,38977,750519.0,617196
8,40501,753685.0,617196
9,42234,754032.0,617196
10,47033,755494.0,617196
11,61172,809334.0,617196
12,65590,840402.0,617196
13,67631,873886.0,617196
14,73421,919853.0,617196
15,74853,,617196
16,81248,,617196
17,100659,,617196
18,107227,,617196
19,121584,,617196
20,126782,,617196
21,127898,,617196
22,129308,,617196
23,131650,,617196
24,134729,,617196
25,136124,,617196
26,137390,,617196
27,140499,,617196
28,148004,,617196
29,149840,,617196
30,150048,,617196
31,154998,,617196
32,158849,,617196
33,158888,,617196
34,174132,,617196
35,175525,,617196
36,180023,,617196
37,183139,,617196
38,183858,,617196
39,185810,,617196
40,208303,,617196
41,217622,,617196
42,219203,,617196
43,225948,,617196
44,229157,,617196
45,239921,,617196
46,241724,,617196
47,244537,,617196
48,247545,,617196
49,249973,,617196
50,250976,,617196
51,280897,,617196
52,290812,,617196
53,293969,,617196
54,294197,,617196
55,301619,,617196
56,326249,,617196
57,334193,,617196
58,343455,,617196
59,364399,,617196
60,388198,,617196
61,390532,,617196
62,419197,,617196
63,422658,,617196
64,475362,,617196
65,477116,,617196
66,481057,,617196
67,489435,,617196
68,493848,,617196
69,531986,,617196
70,557191,,617196
71,561715,,617196
72,566918,,617196
73,567862,,617196
74,575695,,617196
75,587608,,617196
76,588887,,617196
77,590441,,617196
78,597736,,617196
79,609590,,617196
80,621959,,617196
81,635413,,617196
82,635425,,617196
83,672910,,617196
84,683750,,617196
85,683795,,617196
86,717419,,617196
87,747757,,617196
88,748421,,617196
89,749222,,617196
90,752945,,617196
91,753868,,617196
92,758999,,617196
93,759998,,617196
94,762177,,617196
95,764181,,617196
96,773392,,617196
97,785773,,617196
98,789055,,617196
99,790814,,617196
100,799348,,617196
101,807294,,617196
102,807949,,617196
103,809266,,617196
104,812802,,617196
105,818702,,617196
106,831215,,617196
107,833782,,617196
108,838272,,617196
109,840000,,617196
110,855423,,617196
111,889097,,617196
112,891575,,617196
113,894962,,617196
114,895443,,617196
115,918400,,617196
116,921306,,617196
117,926307,,617196
118,926428,,617196
119,930204,,617196
120,930651,,617196
121,937003,,617196
122,938337,,617196
123,942335,,617196
124,945269,,617196
125,948557,,617196
126,949820,,617196
127,955544,,617196
128,988471,,617196
129,1011504,,617196
130,1431398,,617196
131,1598199,,617196
132,1608941,,617196
133,2754189,,617196
134,2986022,,617196
