,follower_id,influencer_id,himself_id
0,7448,31067.0,144458
1,20278,61479.0,144458
2,27916,108826.0,144458
3,28316,115733.0,144458
4,29791,128099.0,144458
5,57280,164594.0,144458
6,61226,238115.0,144458
7,73383,309328.0,144458
8,78044,317093.0,144458
9,81683,414251.0,144458
10,83013,479582.0,144458
11,83095,668448.0,144458
12,84053,894335.0,144458
13,90018,,144458
14,92942,,144458
15,96964,,144458
16,107139,,144458
17,121459,,144458
18,122219,,144458
19,126782,,144458
20,134600,,144458
21,135273,,144458
22,149973,,144458
23,162820,,144458
24,168256,,144458
25,170770,,144458
26,176358,,144458
27,180449,,144458
28,182360,,144458
29,187478,,144458
30,191947,,144458
31,197582,,144458
32,200074,,144458
33,203695,,144458
34,221894,,144458
35,242861,,144458
36,267814,,144458
37,275130,,144458
38,279315,,144458
39,290853,,144458
40,293896,,144458
41,328824,,144458
42,354105,,144458
43,390390,,144458
44,402249,,144458
45,478426,,144458
46,503602,,144458
47,567624,,144458
48,574597,,144458
49,576718,,144458
50,581713,,144458
51,636474,,144458
52,688515,,144458
53,751592,,144458
54,752773,,144458
55,759668,,144458
56,792733,,144458
57,796045,,144458
58,800695,,144458
59,814387,,144458
60,833782,,144458
61,836312,,144458
62,838195,,144458
63,845662,,144458
64,866491,,144458
65,883318,,144458
66,892771,,144458
67,918600,,144458
68,920939,,144458
69,936425,,144458
70,2759830,,144458
71,2802154,,144458
72,3125793,,144458
