artist_id,genre,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
792507,Vocal,2.359837196474145,-0.019771182670562028,0.6454728298383854,-1.409944422978082,-0.522469384348233,-0.2647990536207276,-0.7845156646700964,0.3117880274283741,-0.3599196931898567
816890,Country,0.5272047442077965,-1.4802663895397847,1.0853384043541487,-0.38592761856942925,-1.4658916174824195,0.1963845537054611,0.2477652685065692,-0.24302861336598588,0.018209602960199592
79016,Vocal,2.17700900708503,-1.3615811058197844,0.904394859477539,-0.9251316374705807,-0.3382318534176675,-0.05210716969846963,-0.46824041263417154,0.3124462706705578,-0.2741430163895698
66915,Pop/Rock,0.5501005428259075,0.011951281106668559,0.8380546118347647,-0.5552059185713514,-0.5398305829328733,0.2262731775002667,0.39927415946754946,0.23315417672300096,-0.8362519966962284
894465,Pop/Rock,-0.737355615789367,0.12761255386799866,0.23582155531931617,-0.7693728035395897,1.5465011622839018,0.0886282385838497,0.00768382111970043,-0.6439530908653159,-0.36725493508021634
41874,Pop/Rock,-0.07829709605599891,-0.5421208141790371,-0.11682596514504957,-0.9501582101523365,-1.240585473842624,0.34504631318138834,0.06520916638262403,-0.4774071538816397,0.09446237541957116
180228,Pop/Rock,1.2986989939895899,-0.9973624671981735,0.902249146974169,-1.4228720000237796,1.019386404120776,0.17046515728215558,-0.7698933697294584,-0.39183467838311953,-0.32478851965828454
26350,Classical,4.57111765176484,0.8074478668960778,0.18867115541654517,-0.13184450270754117,-0.4618347442421384,0.2684974138394272,0.8635519019978647,-0.016055565290063512,0.048461679859795236
423829,Jazz,2.4924093736902577,0.8441631394241963,-0.04551781230112719,1.6358915904227282,1.5437547880566171,0.6497593071850555,-1.1285244278407143,0.8213982285378891,-1.2041532344015753
184502,Vocal,2.3874664262715948,-0.313391443796572,0.7798932322715896,-1.4297924973359133,0.9162890402170839,-0.2861341418165383,-1.016361598400286,0.5678114325530252,-0.3110500583963787
813392,Vocal,2.3640457181545815,-0.9881621146115466,0.44350478909754465,-1.267381241701036,-1.0397351374650063,0.013315899508575393,-0.5715026819992646,0.21646833722245434,-0.12857638455858786
858827,Pop/Rock,0.012053072290572725,0.6303955210429661,0.5477968436181715,-0.8810545081206845,0.7417263382157289,-0.5069221595231396,-0.4372490238044407,0.06273345642149257,-0.28755948860973435
