0,1,2,3,4,5,6,7,8,9,10
0.22282937499999994,0.018460758681530187,0.0715939851914088,0.3221874145014624,0.09370520537973925,1.0,0.2817655246819075,0.10635874306269279,0.0677588745579363,0.0199081054771074,0.032934684966941394
0.04270233325771311,0.07492300705750266,0.031298299637662175,0.0020615424448313657,0.04698010287064047,0.8181818181818182,0.09152378758938301,0.1404969393627955,0.04007008737258158,0.0691509617030381,0.006345484989271094
0.08531285049909243,0.07569529332745206,0.17598734968229812,0.0031262129126975458,0.0846714260647401,0.8181818181818182,0.1121442753671868,0.1237690863309353,0.006959835656334679,0.008890365853658596,0.009550245532032098
0.3657513350725953,0.13341589542064314,0.2996710465787954,0.1316746725164169,0.03625695326472078,0.3636363636363636,0.2703699307968173,0.18092708838643373,0.1304799063865196,0.004214701540436402,0.022221158657787496
0.07095465403811252,0.045197112839842846,0.10747443890143371,0.2492728606871749,0.01730413847043799,0.6363636363636364,0.2675252160647271,0.1785615519013361,0.03478612648221338,0.0012907252888318017,0.0629919998394272
0.09465333144283122,0.1276663716015719,0.09254255737016237,0.013135344327221854,0.052996667695051736,0.8181818181818182,0.1312045195949445,0.026771253854059596,0.04879649157478669,0.0019107659392384006,0.0388244293865682
0.09427523139745914,0.07443629300665655,0.3150747823347163,0.08034557797580433,0.09009451664296564,0.5454545454545454,0.2168436044297595,0.18066840390544708,0.16811242458914089,0.034634963628583704,0.020998255025895488
0.01749618647912876,0.13015079296655707,0.14261230793467428,0.0170478723525328,0.07905019465400476,0.8181818181818182,0.056084288800333004,0.1214529044193218,0.07137452569169958,0.00019617137355579933,0.002730973854868604
0.03267794578039923,0.12587715133531152,0.0040374804390065355,0.0019069053228174537,0.13157638810287065,0.8181818181818182,0.0643998424134948,0.04749092189105858,0.030651531100478385,0.0058567640136927,0.009447377426859402
0.15968660390199635,0.1152006736707033,0.09994761329622448,0.08212667895797054,0.12436795140880719,0.1818181818181818,0.04649085537727299,0.015274878725590996,0.08138483669648419,0.012023858579375202,0.015456043713420298
