PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,artist_id,genre,simi_gre
2.359837196474145,-0.019771182670562,0.6454728298383854,-1.409944422978082,-0.522469384348233,-0.2647990536207276,-0.7845156646700964,0.3117880274283741,-0.3599196931898567,792507,Vocal,Latin
0.5272047442077965,-1.4802663895397847,1.0853384043541487,-0.3859276185694292,-1.4658916174824197,0.1963845537054611,0.2477652685065692,-0.2430286133659858,0.0182096029601995,816890,Country,Blues
2.17700900708503,-1.3615811058197844,0.904394859477539,-0.9251316374705808,-0.3382318534176675,-0.0521071696984696,-0.4682404126341715,0.3124462706705578,-0.2741430163895698,79016,Vocal,R&B;
0.5501005428259075,0.0119512811066685,0.8380546118347647,-0.5552059185713514,-0.5398305829328733,0.2262731775002667,0.3992741594675494,0.2331541767230009,-0.8362519966962284,66915,Pop/Rock,Pop/Rock
-0.737355615789367,0.1276125538679986,0.2358215553193161,-0.7693728035395897,1.5465011622839018,0.0886282385838497,0.0076838211197004,-0.6439530908653159,-0.3672549350802163,894465,Pop/Rock,Pop/Rock
-0.0782970960559989,-0.5421208141790371,-0.1168259651450495,-0.9501582101523364,-1.240585473842624,0.3450463131813883,0.065209166382624,-0.4774071538816397,0.0944623754195711,41874,Pop/Rock,Pop/Rock
1.29869899398959,-0.9973624671981736,0.902249146974169,-1.4228720000237796,1.019386404120776,0.1704651572821555,-0.7698933697294584,-0.3918346783831195,-0.3247885196582845,180228,Pop/Rock,Vocal
4.57111765176484,0.8074478668960778,0.1886711554165451,-0.1318445027075411,-0.4618347442421384,0.2684974138394272,0.8635519019978647,-0.0160555652900635,0.0484616798597952,26350,Classical,Classical
2.4924093736902577,0.8441631394241963,-0.0455178123011271,1.6358915904227282,1.5437547880566171,0.6497593071850555,-1.1285244278407145,0.8213982285378891,-1.2041532344015753,423829,Jazz,Jazz
2.3874664262715948,-0.313391443796572,0.7798932322715896,-1.4297924973359133,0.916289040217084,-0.2861341418165383,-1.016361598400286,0.5678114325530252,-0.3110500583963787,184502,Vocal,Vocal
2.364045718154581,-0.9881621146115466,0.4435047890975446,-1.267381241701036,-1.0397351374650063,0.0133158995085753,-0.5715026819992646,0.2164683372224543,-0.1285763845585878,813392,Vocal,Country
0.0120530722905727,0.6303955210429661,0.5477968436181715,-0.8810545081206845,0.7417263382157289,-0.5069221595231396,-0.4372490238044407,0.0627334564214925,-0.2875594886097343,858827,Pop/Rock,Pop/Rock
2.089297560019481,-0.8981486941920318,0.8023322742304668,-0.8988991152139721,1.0010869957213204,0.6024449785605187,-0.0918078846717085,-0.3035915928849609,0.0753633337395471,132940,International,Pop/Rock
4.490100470534343,-0.2381667702372874,-0.3908614451195634,-0.5444926160091971,-0.4744178492780914,1.4197352010730415,1.0728022097653052,-2.084677608800888,0.841117637201225,803752,Classical,Jazz
-0.1023108943321006,-0.5265542265867915,0.2998804557349618,-1.2181668068072766,1.2244266799458712,0.0844622060769384,-0.5690576070586512,-0.2661784782013946,-0.1689964653978401,754032,Pop/Rock,Folk
0.2413491374410123,-0.3875704389526621,0.0760249374246519,-0.162274157377737,-0.9102718572137412,0.1209037359356183,0.7513252047138179,-0.2027507668235293,-0.4973396495159176,182900,Pop/Rock,Pop/Rock
0.0095689631326217,1.146433216795982,-0.0626965587566606,-0.267440725158087,1.134039613824423,-0.44443617111306,0.3821801685948796,0.1598253616877999,-0.3587441101382165,139026,Pop/Rock,Pop/Rock
-0.924097264103206,-1.0543634870304024,1.341528956569524,0.8852871919093421,-0.5617054175739866,-0.0048462873260602,1.2426494045256202,0.1562497655258799,-0.0853584397032772,69402,Reggae,Pop/Rock
1.8384384979670576,-0.0386526736210936,0.9334346044245612,-0.7634047860955384,-1.3415260841138723,-0.0860715788959993,0.0602002039269102,0.2160115648985506,-0.7267979918416227,411761,Vocal,Vocal
-0.0746062662936683,0.1452149590472899,0.0398967352915022,-0.7823287273178663,1.4696064473413029,-0.0392607499647997,-0.0706865488294621,0.5601780757658918,-0.6043902623537888,796734,Pop/Rock,R&B;
