himself_id,follower_score,influencer_score,follower_num,influencer_num
754032.0,0.8559123900912878,0.8741341034034477,615.0,31.0
816890.0,0.919025607195194,0.8618157317001108,112.0,11.0
79016.0,0.9105446578485267,0.536239998093674,106.0,2.0
100160.0,0.9350043877493563,0.8242103730875866,192.0,8.0
316834.0,0.8607287383897871,0.7752687630046518,169.0,18.0
577627.0,0.9164495393888573,0.8495546243472053,149.0,20.0
354105.0,0.9200420181201101,0.856832677424896,201.0,32.0
622805.0,0.894901820318897,0.8211042421390605,138.0,11.0
858827.0,0.9041490816006844,0.8639040197658767,77.0,23.0
184502.0,0.8142887166682348,0.654301887988951,75.0,3.0
346336.0,0.8867435654758551,0.7914688325019766,142.0,16.0
66915.0,0.935710823632164,0.889373523935515,389.0,29.0
549797.0,0.9285461186403128,0.7192623083209425,184.0,3.0
840402.0,0.8943331918330564,0.8401499777736597,181.0,8.0
175553.0,0.8115870435217023,0.8294905293945198,118.0,15.0
771438.0,0.9006911398737016,0.8264299658783354,171.0,12.0
631774.0,0.907311974592496,0.8780768744163288,158.0,20.0
379125.0,0.9157231457588841,0.8862562792564159,148.0,31.0
238115.0,0.927575301358263,0.7641086627092725,128.0,6.0
446509.0,0.9287347845258913,0.9055614691228678,112.0,29.0
120521.0,0.8775297031942525,0.8260746299294393,159.0,12.0
182900.0,0.8977948038985394,0.8799876516999725,47.0,23.0
894465.0,0.8692977769424395,0.8490928073336296,319.0,39.0
128099.0,0.8757522353068271,0.8384778846266049,154.0,15.0
813392.0,0.8450320779994209,0.7785846524758021,26.0,5.0
75747.0,0.8626912173818609,0.8636515023284242,136.0,26.0
490004.0,0.9297917660922109,0.905948103564247,127.0,33.0
796734.0,0.8503717250210934,0.8595270260754404,76.0,24.0
617196.0,0.7292042231358625,0.6854174313709177,135.0,15.0
26350.0,0.46459493346439457,0.0,1.0,0.0
927555.0,0.8329961731212151,0.8140887658786826,95.0,16.0
467203.0,0.908769223571864,0.8220815818477111,101.0,21.0
357406.0,0.9072440041600109,0.8708516593163308,110.0,39.0
41874.0,0.9128902436359769,0.8736695634765013,186.0,13.0
219203.0,0.9083448165113364,0.8586706000613884,81.0,22.0
583959.0,0.9216004984326507,0.8593498772485981,66.0,18.0
132940.0,0.5902474939567751,0.0,2.0,0.0
84209.0,0.8855486139013292,0.8746710454890999,89.0,23.0
418740.0,0.9094035070422368,0.8408159444916379,153.0,23.0
414251.0,0.9264994470306729,0.8595671451096555,99.0,13.0
270491.0,0.8906854598173828,0.865002093253318,116.0,17.0
411761.0,0.8566311116806121,0.813135742770932,52.0,12.0
803752.0,0.43834975733973036,0.0,1.0,0.0
988440.0,0.9145760431917664,0.885000629786894,60.0,29.0
180228.0,0.8680078082896439,0.8000652279569432,166.0,16.0
46861.0,0.9339855787918451,0.8356912160976464,113.0,7.0
139026.0,0.911395151725344,0.8680180891918762,221.0,24.0
792507.0,0.8978034597144006,0.8432355692365686,71.0,9.0
423829.0,0.8227006526427862,0.7664649426758827,160.0,16.0
531986.0,0.8728509904803092,0.8421549863486805,238.0,25.0
