,artist_names,artists_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,label
0,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",-1.0939123634375776,-0.454212818713551,0.2176452058084044,0.10674696515952227,0.002860791266424397,0.673758239773853,-0.25037397850439913,0
1,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",-1.2442317213498575,-0.23193948843105805,0.3074318493424601,0.3561243721010757,-0.7890890247218649,0.6406095180366989,-0.4194942086600398,3
2,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",-0.9101866645935448,-0.31627779962627,0.13778566969114878,0.05614233134851205,-0.0306469691714258,0.5676790779569453,-0.07132508075276693,0
3,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",-1.0646276325870585,-0.20146040566492185,0.2026702512326385,0.14917750080195313,-0.02087126556832781,0.4984716909943754,-0.19789471339177647,0
4,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",-1.1499689335123775,-0.4477020569832968,0.08192594543889606,0.2915881437082917,-0.4342268866850733,0.6386701812100042,-0.1906788084725144,3
5,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",-1.1822991057840873,-0.44523535422834254,0.10114413173726199,0.3690730737297824,-0.6042137107736736,0.6678646544026193,-0.18803978687630096,3
6,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",-1.270009775841406,-0.37838474047999465,0.03449929672249863,0.36607488686933454,-0.4302973345490719,0.5417240233596129,-0.2530595442654533,3
7,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",-1.0098035131062189,0.030449499940161582,0.06663143018615791,-0.012881565679760149,-0.21792598469734697,0.6404555231221267,-0.021042433950478952,0
8,"[""Howlin' Wolf""]",[276085],-0.9098484932917948,-0.6379679085473668,0.2099122488237211,0.2259770048907801,-0.007037142007464397,0.5402759324747486,-0.1832540948780602,0
9,"[""Howlin' Wolf""]",[276085],-0.8299167773071312,-0.3760862241837046,0.07381536666424386,0.1506001655689334,-0.2153999160178696,0.5372528512581416,-0.055574699070353305,0
10,"[""Howlin' Wolf""]",[276085],-0.5901813510851417,-0.4491978044574516,0.2485523039908587,-0.12964547209229085,-0.31593727233409474,0.8700745978566342,0.00868479253138595,2
11,"[""Howlin' Wolf""]",[276085],-0.7196913457350228,-0.2631016852819681,0.14228134741003454,-0.08977310172269717,0.11928871543745853,0.5514220523906993,-0.028937917254847536,0
12,"[""Howlin' Wolf""]",[276085],-0.9114951898105408,-0.4395996622073491,0.11267989662638662,0.17388955467140216,-0.4588098013481507,0.6900100000468633,-0.102156059224334,3
13,"[""Howlin' Wolf""]",[276085],-0.9944992995064283,-0.4388315487838845,0.11422809944908402,0.15514496434672195,0.16366843467091832,0.5224357638401121,-0.15457357136566338,0
14,"[""Howlin' Wolf""]",[276085],-1.0681288022725293,-0.5175235281183003,0.07419135400632777,0.21091738384488726,0.0038365841341113493,0.5979732657876824,-0.14514026251851406,0
15,"[""Howlin' Wolf""]",[276085],-0.28381446566560786,-0.2736981250604258,0.1003740345563008,0.20970335342117025,0.03574875124966165,0.8607518816293435,-0.5841321727055877,1
16,"[""Howlin' Wolf""]",[276085],-0.928580831221348,-0.5846650015486698,0.29779317104535313,0.12100446118704915,-0.0005782828798942365,0.7008019303348264,-0.22362597753886915,0
17,"[""Howlin' Wolf""]",[276085],-0.8423124189103489,-0.6272119784670137,0.2307081901530796,0.27897999670611034,-0.6341254002036998,0.6547049684992118,-0.20091993223162305,3
18,"[""Howlin' Wolf""]",[276085],-0.5348119281914739,-0.7354374414252699,0.2268474263283549,0.07467311087935119,-0.4782171955039642,0.8216187643448576,-0.007532895207399016,2
19,"[""Howlin' Wolf""]",[276085],-0.5920152694379681,-0.5297480423421453,0.2811510149883045,0.08294613463316716,-0.6632844644546386,0.790589609483763,-0.030592839971812374,2
20,"[""Howlin' Wolf""]",[276085],-0.7198567628861996,-0.608658231167592,0.2575621022993533,0.1524241940958762,-0.4668425514583994,0.7011059328694771,-0.12176836136844155,2
21,"[""Howlin' Wolf""]",[276085],-0.6131427277971766,-0.4765653242372368,0.20413454129741632,0.11392769947047965,-0.8560387700555018,0.6720275995919016,-0.1370813819411381,2
22,"[""Howlin' Wolf""]",[276085],-0.7275336980027843,-0.7786041423096771,0.2141755879790734,0.12540864003737864,0.16900732510314972,0.6649469695037264,-0.06793509700901988,0
23,"[""Howlin' Wolf""]",[276085],-0.4565157717942908,-0.6075708307238903,0.2924347629268883,0.16281264568304776,-0.6883067480292613,0.5755890987284867,-0.12756275131392555,2
24,"[""Howlin' Wolf""]",[276085],-0.5375903338999896,-0.5479616665672677,0.2615316799453409,-0.07907062258013585,0.13396976430504726,0.7853271817384785,0.08452208216134041,0
25,"[""Howlin' Wolf""]",[276085],-0.8570729894444178,-0.553226784755884,0.22479184283696046,0.09768938033643848,-0.6300305826082846,0.9187490783267728,-0.1332160297335217,3
26,"[""Howlin' Wolf""]",[276085],-1.0129912079338304,-0.42925296126801976,0.2414894774856346,0.2719164076388132,-0.6289013234173411,0.6514138078043363,-0.20515650412526898,3
27,"[""Howlin' Wolf""]",[276085],-0.2953875142692061,-0.5890450914796653,0.25692133348886625,0.018433418826749832,-0.2550302999970697,0.5633378681653336,0.07553476975373476,2
28,"[""Howlin' Wolf""]",[276085],-0.7852123279274442,-0.40687218822585147,0.21584530672717636,0.16301760246713068,-0.8426113186401228,0.6451231334304076,-0.20598493216461367,3
29,"[""Howlin' Wolf""]",[276085],-0.679444196035917,-0.6532107216795515,0.18818088822767925,0.21356270420812726,-0.8247347930830194,0.8178601283600653,-0.04893771517965382,2
