,artist_names,artists_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,label
0,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",-1.0939123634375776,-0.4542128187135509,0.2176452058084044,0.1067469651595222,0.0028607912664243,0.673758239773853,-0.2503739785043991,0
1,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",-1.2442317213498575,-0.231939488431058,0.3074318493424601,0.3561243721010757,-0.7890890247218649,0.6406095180366989,-0.4194942086600398,2
2,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",-0.9101866645935448,-0.31627779962627,0.1377856696911487,0.056142331348512,-0.0306469691714257,0.5676790779569453,-0.0713250807527669,0
3,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",-1.0646276325870585,-0.2014604056649218,0.2026702512326385,0.1491775008019531,-0.0208712655683278,0.4984716909943754,-0.1978947133917764,0
4,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",-1.1499689335123775,-0.4477020569832968,0.081925945438896,0.2915881437082917,-0.4342268866850733,0.6386701812100042,-0.1906788084725144,2
5,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",-1.1822991057840873,-0.4452353542283425,0.101144131737262,0.3690730737297824,-0.6042137107736736,0.6678646544026193,-0.1880397868763009,2
6,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",-1.270009775841406,-0.3783847404799946,0.0344992967224986,0.3660748868693345,-0.4302973345490719,0.5417240233596129,-0.2530595442654533,2
7,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",-1.0098035131062189,0.0304494999401615,0.0666314301861579,-0.0128815656797601,-0.217925984697347,0.6404555231221267,-0.0210424339504789,0
8,"[""Howlin' Wolf""]",[276085],-0.9098484932917948,-0.6379679085473668,0.2099122488237211,0.2259770048907801,-0.0070371420074643,0.5402759324747486,-0.1832540948780602,0
9,"[""Howlin' Wolf""]",[276085],-0.8299167773071312,-0.3760862241837046,0.0738153666642438,0.1506001655689334,-0.2153999160178696,0.5372528512581416,-0.0555746990703533,0
10,"[""Howlin' Wolf""]",[276085],-0.5901813510851417,-0.4491978044574515,0.2485523039908587,-0.1296454720922908,-0.3159372723340947,0.8700745978566342,0.0086847925313859,1
11,"[""Howlin' Wolf""]",[276085],-0.7196913457350228,-0.2631016852819681,0.1422813474100345,-0.0897731017226971,0.1192887154374585,0.5514220523906993,-0.0289379172548475,4
12,"[""Howlin' Wolf""]",[276085],-0.9114951898105408,-0.4395996622073491,0.1126798966263866,0.1738895546714021,-0.4588098013481507,0.6900100000468633,-0.102156059224334,2
13,"[""Howlin' Wolf""]",[276085],-0.9944992995064283,-0.4388315487838845,0.114228099449084,0.1551449643467219,0.1636684346709183,0.522435763840112,-0.1545735713656633,0
14,"[""Howlin' Wolf""]",[276085],-1.0681288022725293,-0.5175235281183003,0.0741913540063277,0.2109173838448872,0.0038365841341113,0.5979732657876824,-0.145140262518514,0
15,"[""Howlin' Wolf""]",[276085],-0.2838144656656078,-0.2736981250604258,0.1003740345563008,0.2097033534211702,0.0357487512496616,0.8607518816293435,-0.5841321727055877,3
16,"[""Howlin' Wolf""]",[276085],-0.928580831221348,-0.5846650015486698,0.2977931710453531,0.1210044611870491,-0.0005782828798942,0.7008019303348264,-0.2236259775388691,0
17,"[""Howlin' Wolf""]",[276085],-0.8423124189103489,-0.6272119784670137,0.2307081901530796,0.2789799967061103,-0.6341254002036998,0.6547049684992118,-0.200919932231623,2
18,"[""Howlin' Wolf""]",[276085],-0.5348119281914739,-0.7354374414252699,0.2268474263283548,0.0746731108793511,-0.4782171955039642,0.8216187643448576,-0.007532895207399,1
19,"[""Howlin' Wolf""]",[276085],-0.5920152694379681,-0.5297480423421453,0.2811510149883044,0.0829461346331671,-0.6632844644546386,0.790589609483763,-0.0305928399718123,1
20,"[""Howlin' Wolf""]",[276085],-0.7198567628861996,-0.608658231167592,0.2575621022993533,0.1524241940958762,-0.4668425514583994,0.701105932869477,-0.1217683613684415,1
21,"[""Howlin' Wolf""]",[276085],-0.6131427277971766,-0.4765653242372367,0.2041345412974163,0.1139276994704796,-0.8560387700555018,0.6720275995919016,-0.1370813819411381,1
22,"[""Howlin' Wolf""]",[276085],-0.7275336980027843,-0.7786041423096771,0.2141755879790734,0.1254086400373786,0.1690073251031497,0.6649469695037264,-0.0679350970090198,4
23,"[""Howlin' Wolf""]",[276085],-0.4565157717942908,-0.6075708307238903,0.2924347629268883,0.1628126456830477,-0.6883067480292613,0.5755890987284867,-0.1275627513139255,1
24,"[""Howlin' Wolf""]",[276085],-0.5375903338999896,-0.5479616665672677,0.2615316799453409,-0.0790706225801358,0.1339697643050472,0.7853271817384785,0.0845220821613404,4
25,"[""Howlin' Wolf""]",[276085],-0.8570729894444178,-0.553226784755884,0.2247918428369604,0.0976893803364384,-0.6300305826082846,0.9187490783267728,-0.1332160297335217,1
26,"[""Howlin' Wolf""]",[276085],-1.0129912079338304,-0.4292529612680197,0.2414894774856346,0.2719164076388132,-0.6289013234173411,0.6514138078043363,-0.205156504125269,2
27,"[""Howlin' Wolf""]",[276085],-0.295387514269206,-0.5890450914796653,0.2569213334888662,0.0184334188267498,-0.2550302999970696,0.5633378681653336,0.0755347697537347,4
28,"[""Howlin' Wolf""]",[276085],-0.7852123279274442,-0.4068721882258514,0.2158453067271763,0.1630176024671306,-0.842611318640123,0.6451231334304076,-0.2059849321646137,2
29,"[""Howlin' Wolf""]",[276085],-0.679444196035917,-0.6532107216795515,0.1881808882276792,0.2135627042081272,-0.8247347930830194,0.8178601283600653,-0.0489377151796538,1
30,"[""Howlin' Wolf""]",[276085],-0.8436515630999712,-0.5616951072323056,0.1051562139625422,0.1603315584687054,-0.2800548903566559,0.7080710335351182,-0.0755165154139454,0
31,"[""Howlin' Wolf""]",[276085],-0.5069153673510585,-0.4427553008076724,0.0948321862623733,0.1873961632508951,0.2140440344070706,0.8495658570153891,-0.3781418454204506,0
32,"[""Howlin' Wolf""]",[276085],-0.5581426350966224,-0.4026238401055885,0.1744118502615156,-0.0662931645187935,-0.3292723530753044,0.6840445749877695,0.0206948382106885,1
33,"[""Howlin' Wolf""]",[276085],-0.5163463588472881,-0.6755275546402385,0.3705260079428778,-0.057975576330999,0.1331345462273848,0.680999813089257,-0.1766008666593924,4
34,"[""Howlin' Wolf""]",[276085],-0.6054438556809548,-0.6802182561219395,0.2960999600627417,0.0297081248167145,0.1470665851332043,0.6354421936856345,-0.0949342984219056,4
35,"[""Howlin' Wolf""]",[276085],-0.6914251107224821,-0.3683102310233916,0.6792899053508714,0.0104146009979115,-0.0487342035489276,0.5595043628685128,-0.3782300839431947,4
36,"[""Howlin' Wolf""]",[276085],-0.5577695326007583,-0.6316988859430843,0.2533969693893892,0.0777633169277321,-0.0495819288396879,0.5468338655125966,-0.1221351621108371,4
37,"[""Howlin' Wolf""]",[276085],-0.475596715798589,-0.5450010783386144,0.1984096716268986,0.1573784632188139,-0.6686054936726251,0.6933387284779199,-0.0826463192423849,1
38,"[""Howlin' Wolf""]",[276085],-0.9546931696635412,-0.7263160849274859,0.1692459390824651,0.3097076029870053,-0.7872326482598917,0.845619194113967,-0.1834617570035942,2
39,"[""Howlin' Wolf""]",[276085],-0.4849393075851665,-0.5895898803748237,0.2258148390252758,0.1051911668633432,-0.6825256001290094,0.6513529397626433,-0.0388124071179328,1
40,"[""Howlin' Wolf""]",[276085],-0.9343093894696396,-0.6869817903591766,0.1140395254535762,0.0842042569618593,0.1858912859505145,0.7606490719136779,-0.0807989843875969,0
41,"[""Howlin' Wolf""]",[276085],-0.913840705672642,-0.4851636355340135,0.0751049708748248,0.0797148188192708,-0.0182699445492463,0.6514745080520189,-0.0929238228821739,0
42,"[""Howlin' Wolf""]",[276085],-0.79464585932611,-0.5667503861901905,0.1694761761902143,0.2018657021613455,-0.6453218074488436,0.7204405338125537,-0.149640769434383,2
43,"[""Howlin' Wolf""]",[276085],-0.6796419171715543,-0.7064453343685989,0.2509402619978125,0.0439270011021202,-0.0179354626512049,0.7825078005139908,-0.0433258138360874,4
44,"[""Howlin' Wolf""]",[276085],-0.7921536968562425,-0.3283527304649704,0.069893196246988,-0.0381785048121251,-0.4828035031517173,0.8317373513794013,0.046552368965413,1
